strategy,n_days,cum_return,ann_return,ann_vol,sharpe,sortino,max_drawdown,calmar,avg_daily_return,turnover,n_rebalances
momentum_weekly,270,0.4404130576366918,0.4057925789061312,0.16175302661049298,2.187993532150221,2.9109251996330583,-0.16244890025291825,2.4979706127548345,0.0014044229207519094,16.933333333333334,54
llm_weekly_posaware,270,0.40898173660810055,0.3771407821394863,0.16470526974745467,2.026536831312441,2.7405847290641434,-0.15316499059369815,2.4623171436084266,0.0013245289502161412,24.2,54
llm_weekly_memoryless,270,0.401106751847109,0.36995555437998817,0.16645176741776427,1.9755565573196971,2.591794183922096,-0.16816878519063394,2.199906207091949,0.0013049003198397512,37.233333333333334,54
llm_monthly_posaware,270,0.3720806398866632,0.34344841112396396,0.17314281703515186,1.7926616537254818,2.41598569078236,-0.13538380316234133,2.5368500743927864,0.0012316924155433486,12.033333333333333,13
llm_daily_posaware,270,0.270739778974479,0.25060314600389044,0.16458935625755683,1.4416457942231116,1.9412740028677362,-0.14559589077608337,1.7212240308986544,0.0009415855286610959,59.49333333333334,270
equal_weight,270,0.28414054855136883,0.26290802328583385,0.17000056787594386,1.4577095456278009,1.8573821547836593,-0.189700643800368,1.385910021278082,0.0009833787720432946,0.0,13
invvol_weekly,270,0.22205174661367733,0.20582316553525093,0.15385607546943458,1.293011876129554,1.6936414994587161,-0.17558490307373342,1.172214478193604,0.0007894354476058089,6.368746918077589,54
